Rank,Year,Title,Artist,Lyrics,Lyric_Neg,Lyric_Neu,Lyric_Pos,Lyric_Compound
80,2022-01-01,Rockin' Around The Christmas Tree,Brenda Lee,"Rockin' around the Christmas tree
At the Christmas party hop
Mistletoe hung where you can see
Every couple tries to stop

Rockin' around the Christmas tree
Let the Christmas spirit ring
Later, we'll have some pumpkin pie
And we'll do some caroling

You will get a sentimental feelin'
When you hear
Voices singin', ""Let's be jolly
Deck the halls with boughs of holly""

Rockin' around the Christmas tree
Have a happy holiday
Everyone dancin' merrily
In the new old-fashioned way


You will get a sentimental feelin'
When you hear
Voices singin', ""Let's be jolly
Deck the halls with boughs of holly""

Rockin' around the Christmas tree
Have a happy holiday
Everyone dancin' merrily
In the new old-fashioned way",0.016,0.73,0.254,0.9849
81,2022-01-01,Broadway Girls,Lil DurkFeaturingMorgan Wallen,,,,,
82,2022-01-01,Take My Name,Parmalee,"Take my hand, let me make you mine
I'm through waitin', takin' my time
Never felt like this before
Take my name and make it yours

I hope you don't think it's a little bit crazy
Sayin' this all so soon
But baby, it's the right time, knew it from the first time
That I laid eyes on you
It's okay, let 'em say what they want
They might think I should wait, but I don't
Nah, I don't wanna waste a minute
Girl, I want you in every single part of my world

So take my hand, let me make you mine
I'm through waitin', takin' my time
Never felt like this before
Take my name and make it yours

I know I'm the last guy anybody think might
Ever be talking like this, yeah
But I can see my future in your eyes tonight
And taste forever on your lips
I'm like hold up a minute, don't go
Ain't no way I can take this slow, so
Go ahead and tell me I'm outta my mind
Or baby, just tell me yes

Take my hand, let me make you mine
I'm through waitin', takin' my time
Never felt like this before
Take my name and make it yours
Take my days, baby, take my nights
Go and take the rest of my life
Oh, 'cause I don't wanna wait no more
Take my name and make it yours, yeah

Take it all
Baby, I don't ever want it back
Take it all
Yeah, everything that I have

Take my hand, let me make you mine
I'm through waitin', takin' my time
Never felt like this before
Take my name and make it yours
Take my days, baby, take my nights
Go and take the rest of my life
Oh, 'cause I don't wanna wait no more
Take my name and make it yours
Make it yours
Oh, 'cause I don't wanna wait no more
Take my name and make it yours",0.069,0.816,0.115,0.9556
83,2022-01-01,What Happened To Virgil,Lil DurkFeaturingGunna,,,,,
84,2022-01-01,Puffin On Zootiez,Future,"G5 the flight, man, I'm way in the sky
She finna tell me ""No way"" and it's cap
Nigga, can't even see me, I'm way in the sky
G5 the flight, nigga way in the sky
G5 the flight, man, I'm way outta here

G5 the flight, nigga, can't even see me
I'm way outta here, I'm too far in the sky
Hermès ashtray to dump my ashes
Bitch so pretty, look better than Cassie
Puffin' on zooties and she callin' me daddy
Walkin' on shit, turn it up and I gas it
Came out the gutter, it ain't nothin' for me to swag it
Secure the bag, got a bitch, I'ma bag it
Turnin' it up, gotta make sure shit good
Park it, two mil' in the middle of my hood
Drinkin' on mud, I made it out of thе sewer
Chrome Hеart accessories, whatever, I'm good
Lot of these niggas, they lookin' the same
They copy my lingo, they bitin' my chain
Championship, championship, Range just gon' amp this shit
Bitch break her neck just to look at the kid

Dirty the Fanta but make it in Canada
Bro get this money like it's my religion
It's gon' be a mad day, a sad day for any of these niggas
That try to compare whatever I did
Damn near touched a hundred, it just off the gig
I came out the jungle, they kidnapped a kid
I trap out a bando, spent ten on a crib
I look at the ocean to spot thirty M's
Pin it where I'm at, the city I'm in
I give you my fully, no matter where I'm in
Her hair touch her ass, she gon' think she Korean
You fuckin' me good, bitch, you helpin' me win
Niggas can't see me, ain't no competition
Too many bracelets, need a whole 'nother wrist
I'm never sober, don't think I'ma quit
I pop the E, I can feel when it kick

G5 the flight, nigga, can't even see me
I'm way outta here, I'm too far in the sky
Hermès ashtray to dump my ashes
Bitch so pretty, look better than Cassie
Puffin' on zooties and she callin' me daddy
Walkin' on shit, turn it up and I gas it
Came out the gutter, it ain't nothin' for me to swag it
Secure the bag, got a bitch, I'ma bag it
Turnin' it up, gotta make sure shit good
Park it, two mil' in the middle of my hood
Drinkin' on mud, I made it out of the sewer
Chrome Heart accessories, whatever, I'm good
Lot of these niggas, they lookin' the same
They copy my lingo, they bitin' my chain
Championship, championship, Range just gon' amp this shit
Bitch break her neck just to look at the kid

Count up some millions then take some more drugs
Been stuck in my memory, they wasn't showing love
Ain't matching my fly, bitch, you know you a dub
I started this wave and ain't using a brush
Stopped taking molly, I'm back on the E
Flying commercial, you ain't high as me
Driving a spaceship, the one with the wings
Cross up the trap, I done broke down a key
Ain't let no fuck nigga holdin' me back
Put a switch on it, these lil' niggas whack
After I hit your bitch, givin' her back
Ain't got no roof, put her heart on a strap
Go to the moon, ain't gon' show you no slatt
Pluto tycoon, ain't no regular 'Cat
Took a few shrooms, I forget where I'm at
Poppin' a Tesla, I feel when it kick

G5 the flight, nigga, can't even see me
I'm way outta here, I'm too far in the sky
Hermès ashtray to dump my ashes
Bitch so pretty, look better than Cassie
Puffin' on zooties and she callin' me daddy
Walkin' on shit, turn it up and I gas it
Came out the gutter, it ain't nothin' for me to swag it
Secure the bag, got a bitch, I'ma bag it
Turnin' it up, gotta make sure shit good
Park it, two mil' in the middle of my hood
Drinkin' on mud, I made it out of the sewer
Chrome Heart accessories, whatever, I'm good
Lot of these niggas, they lookin' the same
They copy my lingo, they bitin' my chain
Championship, championship, Range just gon' amp this shit
Bitch break her neck just to look at the kid",0.195,0.696,0.109,-0.9979
85,2022-01-01,Like I Love Country Music,Kane Brown,"Let's get it

Girl, you gone and done it to me, hotter than a hoochie-coochie
Got me like the first time I heard Alan Jackson ""Chattahoochee""
I was never the same again, I'm a lifelong fan
Yes, I am

Baby, I love you like I love country music

You get me high as Willie, girl, you get me gone as Jones
You turn me on as much as I turn on my radio
Let's take our time, walk the line kinda like
Johnny and June did, yeah, let's do this
Baby, I love you like I love country music

'Causе I could never live without ya or my favoritе songs about ya
Top-to-bottom perfect, you're like Brooks & Dunn's debut album
You got me feelin' like I'm a brand new man (Oh, I'm a brand new man)
Yes, I am

Baby, I love you like I love country music
(Yeah, I love country music, oh)

You get me high as Willie, girl, you get me gone as Jones
You turn me on as much as I turn on my radio
Let's take our time, walk the line kinda like
Johnny and June did, yeah, let's do this
Baby, I love you like I love country music

Hit 'em with it, woo
Play that fiddle

If I was stranded on an island, only way I could survive is
If I had you and that needle droppin' on a vinyl

You get me high as Willie, girl, you get me gone as Jones
You turn me on as much as I turn on my radio
Let's take our time, walk the line kinda like
Johnny and June did, yeah, let's do this
Baby, I love you like I love country music
Oh, baby, I love you like I love country music

Yeah, that's right

One, two, one, two, three, woo
That's right
Baby, I love you like I love country music
Hit 'em again",0.0,0.669,0.331,0.999
86,2022-01-01,Jingle Bell Rock,Bobby Helms,,,,,
87,2022-01-01,Ojitos Lindos,Bad Bunny& Bomba Estereo,"I have listened to my heart for a long time
And the days and months pass, thinking of your smell (Your smell, your smell)
The time has come to start reasoning
Before it's too late and I accidentally break in half (Break in half)

Before the sun comes up, step on the gas
Even if you don't have a brake and lose control
It'll only be us two, you and I caressing each other
In the midst of time, not saying goodbye

And just look at me with those pretty eyes
'Cause with that, I am finе, today I have been reborn

I haven't hеld somebody's hand in a while
I haven't sent a ""Good morning, I love you"" in a while
But you've got me entangled, I got involved
I was on my own way and I got lost (Ayy, ayy)
My gaze changed when I saw your eyes (Your eyes)
Bye-bye to the booties, I didn't even say goodbye to them
I didn't look for you, no, we bumped into each other through our path
Your soul is the one I connect with (Street)
Stay calm, it doesn't have to be perfect, no
There are no sins here and making mistakes is beautiful
Mistakes are pleasures, just like all your little kisses

And just look at me with those pretty eyes
'Cause with that I am fine, today I have been reborn
And just look at me with those pretty eyes
'Cause with that I am fine, today I have been reborn

You and I, you and I, you and I
You and I, you and I
You and I, you and I, you and I
You and I, you and I
You and I, you and I
You and I, you and I

I don't allow myself to be carried away
I only get carried away by your smile
And the mole near your lips
If I'm crazy, you're crazier
But baby, there's nobody like you, no
I want to give you sunflowers
Go to the beach and get seashells for you
When I'm with you, I don't look at the Role'
Let's dance to two hundred songs
Nobody turns me on the way you do
Mm-mmm, mm-mmm-mmm-mmm
Mm-mmm, mm-mmm-mmm-mmm
I talk to God and you are his answer
I learned that pretty moments are priceless
Like when you gift me your gaze
And the sun its setting and the sun its setting
Hey, hey, when I'm on top of you, of you
Mami, I forget everything, everything
Nobody is needed here, just you and me

Before the sun comes up, step on the gas
Even if you don't have a brake and lose control
It'll only be us two, you and I caressing each other
In the midst of time, not saying goodbye

And just look at me with those pretty eyes
'Cause with that I am fine, today I have been reborn
And just look at me with those pretty eyes
'Cause with that I am fine, today I have been reborn",0.08,0.774,0.145,0.9909
88,2022-01-01,Trouble With A Heartbreak,Jason Aldean,"The trouble with a heartbreak (Heartbreak, heartbreak)

Don't let anybody tell ya it's gonna be easy ('Cause it ain't easy, no)
Don't let anyone tell ya they know what it's like
Mmh, when they say, ""Get out on this town, meet somebody new""
Get lost in a crowd, all I see is you
Don't let anybody tell ya it's gonna be easy

And that's the trouble with a heartbreak, it's gonna hang around
Leave you midnight breakin' down, wonderin' how
Long that it's gonna take gettin' over her
It's a can't drown, whiskey down, kinda hurt
Yеah, you can burn them four wheels up that road
But there ain't nowhеre her memory can't go
That's the trouble with a heartbreak
Yeah, that's the trouble with a heartbreak, a heartbreak, yeah
(Heartbreak, heartbreak, heartbreak)

Think about where she is, who she's drivin' crazy (Drivin' me crazy)
Can't see a rearview sunset without thinkin' 'bout us
Girl, I still think about us

And that's the trouble with a heartbreak, it's gonna hang around
Leave you midnight breakin' down, wonderin' how
Long that it's gonna take gettin' over her
It's a can't drown, whiskey down, kinda hurt
Yeah, you can burn them four wheels up that road
But there ain't nowhere her memory can't go
That's the trouble with a heartbreak
Yeah, that's the trouble with a heartbreak, a heartbreak, yeah
Oh, yeah that's the trouble with a heartbreak

Get out on this town, meet somebody new
(Meet somebody, get out of this town)
Get lost in a crowd, all I see is you

And that's the trouble with a heartbreak, it's gonna hang around
Leave you midnight breakin' down, wonderin' how
Long that it's gonna take gettin' over her
It's a can't drown, whiskey down, kinda hurt
Yeah, you can burn them four wheels up that road
But there ain't nowhere her memory can't go
That's the trouble with a heartbreak
Yeah, that's the trouble with a heartbreak, a heartbreak, yeah

Heartbreak, heartbreak, oh yeah
That's the trouble with a heartbreak, oh yeah",0.322,0.572,0.106,-0.9987
89,2022-01-01,A Holly Jolly Christmas,Burl Ives,"Ding-dong-ding
Ding-dong-ding

Have a holly jolly Christmas (Ding-dong-ding)
It's the best time of the year (Ding-dong-ding)
I don't know if there'll be snow
But have a cup of cheer

Have a holly jolly Christmas (Ding-dong-ding)
And when you walk down the street (Ding-dong-ding)
Say hello to friends you know
And everyone you meet

Oh-ho, the mistletoe
Hung where you can see
Somebody waits for you
Kiss her once for me

Have a holly jolly Christmas (Ding-dong-ding)
And in case you didn't hear (Ding-dong-ding)
Oh, by golly, have a holly jolly Christmas this year

Have a holly jolly Christmas
It's the best time of the year

Have a holly jolly Christmas
And when you walk down the street
Say hello to friends you know
And everyone you meet

Oh-ho, the mistletoe
Hung where you can see
Somebody waits for you
Kiss her once for me

Have a holly jolly Christmas (Ding-dong-ding)
And in case you didn't hear (Ding-dong-ding)
Oh, by golly, have a holly jolly Christmas this year

Ding-dong, ding-dong
Ding-dong, ding-dong
Ding-dong-ding",0.0,0.704,0.296,0.9966
